BR;UF;CODIGO;LOCAL_INI;LOCAL_FIM;KM_INI;KM_FIM;EXTENSAO;SUPERFICIE;TR_COINCID;EST_COND;SUPERFICIE_ESTADUAL;ANO
101;ES;101BES2310;ENTR ES-010(A) (P/LARANJEIRAS);ENTR ES-010(B) (CARAPINA);268.9;270.9;2;DUP;;;;2017
101;ES;101BES2330;ENTR ES-010(B) (CARAPINA);ENTR ES-080 (TABAJARA);270.9;291.5;20.6;DUP;;;;2017
101;ES;101BES2350;ENTR ES-080 (TABAJARA);ENTR BR-262(A) (COMPLEXO RODOVIÁRIO - P/CAMPO GRANDE);291.5;296.4;4.9;DUP;;;;2017
101;ES;101BES2370;ENTR BR-262(A) (COMPLEXO RODOVIÁRIO - P/CAMPO GRANDE);ENTR BR-262(B);296.4;305.2;8.8;DUP;;;;2017
101;PB;101BPB0250;DIV RN/PB;ENTR PB-065;0;6.1;6.1;DUP;;;;2017
101;PB;101BPB0255;ENTR PB-065;ENTR PB-071;6.1;29.9;23.8;DUP;;;;2017
101;PB;101BPB0260;ENTR PB-071;ENTR PB-041 (MAMANGUAPE);29.9;40;10.1;DUP;;;;2017
101;PB;101BPB0270;ENTR PB-041 (MAMANGUAPE);ENTR PB-025;40;73.5;33.5;DUP;;;;2017
101;PB;101BPB0280;ENTR PB-025;ENTR PB-004 (P/BAYEUX);73.5;80.5;7;DUP;;;;2017
101;PB;101BPB0290;ENTR PB-004 (P/BAYEUX);ENTR BR-230(A);80.5;80.8;0.3;DUP;;;;2017
101;PB;101BPB0310;ENTR BR-230(A);ACESSO AEROPORTO;80.8;82.6;1.8;DUP;;;;2017
101;PB;101BPB0320;ACESSO AEROPORTO;ENTR BR-230(B);82.6;88.4;5.8;DUP;;;;2017
101;PB;101BPB0330;ENTR BR-230(B);DISTRITO INDUSTRIAL (TOALIA);88.4;92.4;4;DUP;;;;2017
101;PB;101BPB0332;DISTRITO INDUSTRIAL (TOALIA);ENTR PB-018 (P/CONDE);92.4;99.4;7;DUP;;;;2017
101;PB;101BPB0335;ENTR PB-018 (P/CONDE);ENTR PB-034;99.4;110.2;10.8;DUP;;;;2017
101;PB;101BPB0340;ENTR PB-034;ENTR PB-044;110.2;127.3;17.1;DUP;;;;2017
101;PB;101BPB0345;ENTR PB-044;DIV PB/PE;127.3;127.7;0.4;DUP;;;;2017
101;PE;101BPE0350;DIV PB/PE;ENTR PE-062 (GOIANA);0;7.7;7.7;DUP;;;;2017
101;PE;101BPE0355;ENTR PE-062 (GOIANA);ENTR PE-049 (P/PONTAS DE PEDRAS);7.7;21;13.3;DUP;;;;2017
101;PE;101BPE0360;ENTR PE-049 (P/PONTAS DE PEDRAS);ENTR PE-041 (P/ARAÇOIABA);21;33.8;12.8;DUP;;;;2017
101;PE;101BPE0370;ENTR PE-041 (P/ARAÇOIABA);ENTR PE-035 (IGARASSÚ - PONTE SOBRE O RIO IGARASSÚ);33.8;41.4;7.6;DUP;;;;2017
101;PE;101BPE0390;ENTR PE-035 (IGARASSÚ - PONTE SOBRE O RIO IGARASSÚ);ENTR PE-015 (P/PAULISTA - VIADUTO SOBRE PE-015);41.4;51.6;10.2;DUP;;;;2017
101;PE;101BPE0410;ENTR PE-015 (P/PAULISTA - VIADUTO SOBRE PE-015);VIADUTO SOBRE AVENIDA CAXANGÁ;51.6;66.6;15;DUP;;;;2017
101;PE;101BPE0420;VIADUTO SOBRE AVENIDA CAXANGÁ;ENTR BR-232 (RECIFE);66.6;69.9;3.3;DUP;;;;2017
101;PE;101BPE0430;ENTR BR-232 (RECIFE);ENTR PE-007 (RECIFE);69.9;72.9;3;DUP;;;;2017
101;PE;101BPE0435;ENTR PE-007 (RECIFE);PRAZERES (ENTR ANTIGA BR-101);72.9;82.3;9.4;DUP;;;;2017
101;PE;101BPE0440;PRAZERES (ENTR ANTIGA BR-101);VIADUTO RANDOM/METALGIL;82.3;94.1;11.8;DUP;;;;2017
101;PE;101BPE0450;VIADUTO RANDOM/METALGIL;ENTR PE-025 (P/USINA BOM JESUS);94.1;96.6;2.5;DUP;;;;2017
101;PE;101BPE0460;ENTR PE-025 (P/USINA BOM JESUS);ENTR PE-037 (P/DISTRITO INDUSTRIAL DO CABO);96.6;101.9;5.3;DUP;;;;2017
101;PE;101BPE0465;ENTR PE-037 (P/DISTRITO INDUSTRIAL DO CABO);VIADUTO DA CHARNECA (ENTR ANTIGA BR-101);101.9;103.2;1.3;DUP;;;;2017
101;PE;101BPE0468;VIADUTO DA CHARNECA (ENTR ANTIGA BR-101);FIM DA DUPLICAÇÃO;103.2;104.6;1.4;DUP;;;;2017
101;PE;101BPE0470;FIM DA DUPLICAÇÃO;ENTR PE-042 (P/IPOJUCA);104.6;115.6;11;DUP;;;;2017
101;PE;101BPE0475;ENTR PE-042 (P/IPOJUCA);ENTR PE-051 (P/CAMELA);115.6;121.2;5.6;DUP;;;;2017
101;PE;101BPE0480;ENTR PE-051 (P/CAMELA);ENTR PE-045 (ESCADA);121.2;124.3;3.1;DUP;;;;2017
101;PE;101BPE0490;ENTR PE-045 (ESCADA);ENTR PE-070;124.3;127.8;3.5;DUP;;;;2017
101;PE;101BPE0495;ENTR PE-070;ENTR PE-063 (P/AMARAJI);127.8;135.8;8;DUP;;;;2017
101;PE;101BPE0510;ENTR PE-063 (P/AMARAJI);ENTR PE-064/085 (RIBEIRÃO);135.8;149.3;13.5;DUP;;;;2017
101;PE;101BPE0530;ENTR PE-064/085 (RIBEIRÃO);ENTR PE-073 (P/GAMELEIRA);149.3;157.2;7.9;DUP;;;;2017
101;PE;101BPE0550;ENTR PE-073 (P/GAMELEIRA);ENTR PE-087/096 (PALMARES);157.2;185.7;28.5;DUP;;;;2017
101;RJ;101BRJ2840;INÍCIO DE PISTA DUPLA;ENTR RJ-196;123.2;125;1.8;DUP;;;;2017
101;RJ;101BRJ2850;ENTR RJ-196;ENTR RJ-182;125;138.5;13.5;DUP;;;;2017
101;RJ;101BRJ2860;ENTR RJ-182;FINAL DE PISTA DUPLA;138.5;143.3;4.8;DUP;;;;2017
101;RJ;101BRJ2990;ENTR RJ-124 (RIO BONITO);ENTR RJ-120 (BASÍLIO);261.7;270.4;8.7;DUP;;;;2017
101;RJ;101BRJ3010;ENTR RJ-120 (BASÍLIO);ACESSO LESTE ITABORAÍ (DUQUES);270.4;282.9;12.5;DUP;;;;2017
101;RJ;101BRJ3030;ACESSO LESTE ITABORAÍ (DUQUES);ENTR RJ-114;282.9;286.8;3.9;DUP;;;;2017
101;RJ;101BRJ3050;ENTR RJ-114;ACESSO OESTE ITABORAÍ;286.8;293.3;6.5;DUP;;;;2017
101;RJ;101BRJ3060;ACESSO OESTE ITABORAÍ;ENTR BR-493 (MANILHA);293.3;297.4;4.1;DUP;;;;2017
101;RJ;101BRJ3070;ENTR BR-493 (MANILHA);ENTR RJ-104;297.4;298;0.6;DUP;;;;2017
101;RJ;101BRJ3090;ENTR RJ-104;ACESSO PTE PRES COSTA E SILVA (NITERÓI);298;322.1;24.1;DUP;;;;2017
101;RJ;101BRJ3110;ACESSO PTE PRES COSTA E SILVA (NITERÓI);ENTR BR-040(A) (ACESSO PTE PRES COSTA E SILVA (RIO));322.1;334.5;12.4;DUP;;;;2017
101;RJ;101BRJ3130;ENTR BR-040(A) (ACESSO PTE PRES COSTA E SILVA (RIO));ENTR RJ-071 (LINHA VERMELHA);334.5;335.3;0.8;DUP;;;;2017
101;RJ;101BRJ3150;ENTR RJ-071 (LINHA VERMELHA);ENTR RJ-077 (CAJÚ);335.3;336.1;0.8;DUP;;;;2017
101;RJ;101BRJ3160;ENTR RJ-077 (CAJÚ);ENTR RJ-087 (VIADUTO DE MANGUINHOS);336.1;339;2.9;DUP;;;;2017
101;RJ;101BRJ3170;ENTR RJ-087 (VIADUTO DE MANGUINHOS);ENTR BR-040(B)/116(A) (TREVO DAS MISSÕES);339;347.1;8.1;DUP;;;;2017
101;RJ;101BRJ3190;ENTR BR-040(B)/116(A) (TREVO DAS MISSÕES);ENTR RJ-101 (PARADA DE LUCAS);347.1;348.4;1.3;DUP;;;;2017
101;RJ;101BRJ3200;ENTR RJ-101 (PARADA DE LUCAS);ENTR BR-116(B) (P/SÃO PAULO);348.4;350.4;2;DUP;;;;2017
101;RJ;101BRJ3210;ENTR BR-116(B) (P/SÃO PAULO);ENTR RJ-083;350.4;353.2;2.8;DUP;;;;2017
101;RJ;101BRJ3230;ENTR RJ-083;ENTR RJ-091;353.2;361.5;8.3;DUP;;;;2017
101;RJ;101BRJ3250;ENTR RJ-091;ENTR RJ-093 (CAMPO GRANDE);361.5;375.1;13.6;DUP;;;;2017
101;RJ;101BRJ3260;ENTR RJ-093 (CAMPO GRANDE);ENTR BR-465(A)/RJ-095;375.1;380.8;5.7;DUP;;;;2017
101;RJ;101BRJ3270;ENTR BR-465(A)/RJ-095;ENTR BR-465(B)/RJ-071/097 (SANTA CRUZ);380.8;390.1;9.3;DUP;;;;2017
101;RJ;101BRJ3290;ENTR BR-465(B)/RJ-071/097 (SANTA CRUZ);DIV MUNICIPAL RIO DE JANEIRO/ITAGUAÍ;390.1;396.1;6;DUP;;;;2017
101;RJ;101BRJ3310;DIV MUNICIPAL RIO DE JANEIRO/ITAGUAÍ;ENTR RJ-099/109 (P/ITAGUAÍ);396.1;398.4;2.3;DUP;;;;2017
101;RJ;101BRJ3320;ENTR RJ-099/109 (P/ITAGUAÍ);ENTR RJ-125;398.4;400.4;2;DUP;;;;2017
101;RJ;101BRJ3330;ENTR RJ-125;ENTR RJ-079;400.4;406.1;5.7;DUP;;;;2017
101;RJ;101BRJ3335;ENTR RJ-079;TREVO DE ACESSO À ITACURUÇÁ;406.1;416.5;10.4;DUP;;;;2017
101;RN;101BRN0070;ENTR RN-160(D) (P/EXTREMOZ)*TRECHO URBANO*;ENTR BR-406(A) (P/CEARÁ MIRIM)*TRECHO URBANO*;75.1;80.5;5.4;DUP;;;;2017
101;RN;101BRN0075;ENTR BR-406(A) (P/CEARÁ MIRIM)*TRECHO URBANO*;ENTR RN-160(E) (P/SÃO GONÇALO DO AMARANTE)*TRECHO URBANO*;80.5;82.8;2.3;DUP;;;;2017
101;RN;101BRN0080;ENTR RN-160(E) (P/SÃO GONÇALO DO AMARANTE)*TRECHO URBANO*;ENTR RN - 302 (P/ REDINHA - PONTE NEWTON NAVARRO)*TRECHO URBANO*;82.8;84.5;1.7;DUP;;;;2017
101;RN;101BRN0085;ENTR RN - 302 (P/ REDINHA - PONTE NEWTON NAVARRO)*TRECHO URBANO*;ENTR BR-406(B) (PONTE PRESIDENTE COSTA E SILVA)*TRECHO URBANO*;84.5;85.2;0.7;DUP;;;;2017
101;RN;101BRN0090;ENTR BR-406(B) (PONTE PRESIDENTE COSTA E SILVA)*TRECHO URBANO*;ENTR BR-226 (VIADUTO DA URBANA)*TRECHO URBANO*;85.2;87.8;2.6;DUP;;;;2017
101;RN;101BRN0100;ENTR BR-226 (VIADUTO DA URBANA)*TRECHO URBANO*;ENTR BR-304(A) (COMPLEXO VIÁRIO DO 4º CENTENÁRIO/NATAL) *TRECHO URBANO*;87.8;93.2;5.4;DUP;;;;2017
101;RN;101BRN0110;ENTR BR-304(A) (COMPLEXO VIÁRIO DO 4º CENTENÁRIO/NATAL)*TRECHO URBANO*;ENTR RN-063 (P/PONTA NEGRA) *TRECHO URBANO*;93.2;95.9;2.7;DUP;;;;2017
101;RN;101BRN0130;ENTR RN-063 (P/PONTA NEGRA)*TRECHO URBANO*;ENTR BR-304(B) (COMPLEXO VIÁRIO TRAMPOLIM DA VITÓRIA)*TRECHO URBANO*;95.9;103.9;8;DUP;;;;2017
101;RN;101BRN0132;ENTR BR-304(B) (COMPLEXO VIÁRIO TRAMPOLIM DA VITÓRIA)*TRECHO URBANO*;ENTR RN-313 (P/PIUM)*TRECHO URBANO*;103.9;109.2;5.3;DUP;;;;2017
101;RN;101BRN0150;ENTR RN-313 (P/PIUM);ENTR RN-316 (P/MONTE ALEGRE);109.2;116.1;6.9;DUP;;;;2017
101;RN;101BRN0165;ENTR RN-316 (P/MONTE ALEGRE);ACESSO À LAGOA DO BONFIM;116.1;118.2;2.1;DUP;;;;2017
101;RN;101BRN0167;ACESSO À LAGOA DO BONFIM;ENTR RN-063/002(A) (SÃO JOSÉ DE MIPIBÚ/NÍSIA FLORESTA);118.2;125.3;7.1;DUP;;;;2017
101;RN;101BRN0170;ENTR RN-063/002(A) (SÃO JOSÉ DE MIPIBÚ/NÍSIA FLORESTA);ENTR RN-002(B)/317 (P/SENADOR GEORGINO AVELINO/BREJINHO);125.3;129.4;4.1;DUP;;;;2017
101;RN;101BRN0180;ENTR RN-002(B)/317 (P/SENADOR GEORGINO AVELINO/BREJINHO);ENTR RN-061 (P/AREZ);129.4;141.3;11.9;DUP;;;;2017
101;RN;101BRN0190;ENTR RN-061 (P/AREZ);ENTR RN-003 (GOIANINHA - P/ PRAIA DE PIPA);141.3;146.8;5.5;DUP;;;;2017
101;RN;101BRN0210;ENTR RN-003 (GOIANINHA - P/ PRAIA DE PIPA);ENTR RN-269 (P/GANGUARETAMA / P/PEDRO VELHO);146.8;163;16.2;DUP;;;;2017
101;RN;101BRN0230;ENTR RN-269 (P/GANGUARETAMA / P/PEDRO VELHO);ENTR RN-062 (P/BAIA FORMOSA);163;168.5;5.5;DUP;;;;2017
101;RN;101BRN0240;ENTR RN-062 (P/BAIA FORMOSA);DIV RN/PB;168.5;176.4;7.9;DUP;;;;2017
101;RS;101BRS4300;DIV SC/RS (INÍCIO PONTE S/RIO MAMPITUBA);FIM PONTE S/RIO MAMPITUBA;0;0.1;0.1;DUP;;;;2017
101;RS;101BRS4310;FIM PONTE S/RIO MAMPITUBA;ENTR BR-453 (P/TORRES);0.1;2.3;2.2;DUP;;;;2017
101;RS;101BRS4320;ENTR BR-453 (P/TORRES);INÍCIO DA VARIANTE DA GRUTA;2.3;13.5;11.2;DUP;;;;2017
101;RS;101BRS4340;FIM DA VARIANTE DA GRUTA;ACESSO A MORRO AZUL;16;20.1;4.1;DUP;;;;2017
101;RS;101BRS4350;ACESSO A MORRO AZUL;ENTR RS-494 (TRÊS CACHOEIRAS);20.1;24.2;4.1;DUP;;;;2017
101;RS;101BRS4360;ENTR RS-494 (TRÊS CACHOEIRAS);ENTR RS-417 (TRÊS FORQUILHAS);24.2;39.9;15.7;DUP;;;;2017
101;RS;101BRS4370;ENTR RS-417 (TRÊS FORQUILHAS);ENTR RS-486 (TERRA DE AREIA);39.9;44.1;4.2;DUP;;;;2017
101;RS;101BRS4380;ENTR RS-486 (TERRA DE AREIA);ENTR ACESSO NORTE DE MAQUINÉ;44.1;63.5;19.4;DUP;;;;2017
101;RS;101BRS4390;ENTR ACESSO NORTE DE MAQUINÉ;ENTR ACESSO NORTE DE CAPÃO DA CANOA;63.5;67.2;3.7;DUP;;;;2017
101;RS;101BRS4400;ENTR ACESSO NORTE DE CAPÃO DA CANOA;INÍCIO DO TÚNEL;67.2;67.4;0.2;DUP;;;;2017
101;RS;101BRS4410;INÍCIO DO TÚNEL;FINAL DO TÚNEL;67.4;69.2;1.8;DUP;;;;2017
101;RS;101BRS4420;FINAL DO TÚNEL;ENTR ACESSO SUL DE CAPÃO DA CANOA;69.2;71.3;2.1;DUP;;;;2017
101;RS;101BRS4425;ENTR ACESSO SUL DE CAPÃO DA CANOA;ENTR BR-290(A) (OSÓRIO);71.3;88.7;17.4;DUP;;;;2017
101;RS;101BRS4430;ENTR BR-290(A) (OSÓRIO);ENTR RS-030 (P/TRAMANDAÍ);88.7;89.4;0.7;DUP;;;;2017
101;RS;101BRS4435;ENTR RS-030 (P/TRAMANDAÍ);ENTR BR-290(B);89.4;93.5;4.1;DUP;;;;2017
101;SC;101BSC3810;DIV PR/SC (ENTR BR-376);ENTR SC-417 (GARUVA);0;6.2;6.2;DUP;;;;2017
101;SC;101BSC3830;ENTR SC-417 (GARUVA);ENTR SC-418 (PIRABEIRABA);6.2;27.2;21;DUP;;;;2017
101;SC;101BSC3850;ENTR SC-418 (PIRABEIRABA);ENTR SC-108 (P/JOINVILLE);27.2;38.4;11.2;DUP;;;;2017
101;SC;101BSC3870;ENTR SC-108 (P/JOINVILLE);ENTR BR-280;38.4;57.4;19;DUP;;;;2017
101;SC;101BSC3890;ENTR BR-280;ENTR SC-415;57.4;82.8;25.4;DUP;;;;2017
101;SC;101BSC3895;ENTR SC-415;BARRA VELHA;82.8;87.5;4.7;DUP;;;;2017
101;SC;101BSC3900;BARRA VELHA;P/PENHA;87.5;104.6;17.1;DUP;;;;2017
101;SC;101BSC3910;P/PENHA;ENTR BR-470 (P/NAVEGANTES);104.6;111.3;6.7;DUP;;;;2017
101;SC;101BSC3931;ENTR BR-470 (P/NAVEGANTES);ENTR SC-412 (P/ILHOTA);111.3;117.3;6;DUP;;;;2017
101;SC;101BSC3950;ENTR SC-412 (P/ILHOTA);ENTR BR-486(A) (P/ITAJAÍ);117.3;120.7;3.4;DUP;;;;2017
101;SC;101BSC3970;ENTR BR-486(A) (P/ITAJAÍ);ENTR BR-486(B) (P/BRUSQUE);120.7;123.1;2.4;DUP;;;;2017
101;SC;101BSC3990;ENTR BR-486(B) (P/BRUSQUE);BALNEÁRIO DE CAMBORIÚ;123.1;133;9.9;DUP;;;;2017
101;SC;101BSC4010;BALNEÁRIO DE CAMBORIÚ;P/PORTO BELO;133;155;22;DUP;;;;2017
101;SC;101BSC4020;P/PORTO BELO;ENTR SC-410 (TIJUCAS);155;163.6;8.6;DUP;;;;2017
101;SC;101BSC4030;ENTR SC-410 (TIJUCAS);ENTR SC-410(A) (P/GOVERNADOR  CELSO RAMOS);163.6;179.6;16;DUP;;;;2017
101;SC;101BSC4040;ENTR SC-410(A) (P/GOVERNADOR  CELSO RAMOS);ENTR SC-410(B) (P/ARMAÇÃO DA PIEDADE);179.6;182.4;2.8;DUP;;;;2017
101;SC;101BSC4043;ENTR SC-410(B) (P/ARMAÇÃO DA PIEDADE);ENTR SC-407 (BIGUAÇU);182.4;193;10.6;DUP;;;;2017
101;SC;101BSC4050;ENTR SC-407 (BIGUAÇU);ACESSO NORTE FLORIANÓPOLIS;193;203.1;10.1;DUP;;;;2017
101;SC;101BSC4070;ACESSO NORTE FLORIANÓPOLIS;ENTR BR-282(A);203.1;205.4;2.3;DUP;;;;2017
101;SC;101BSC4090;ENTR BR-282(A);ENTR SC-407 (SÃO JOSÉ);205.4;209.6;4.2;DUP;;;;2017
101;SC;101BSC4095;ENTR SC-407 (SÃO JOSÉ);ENTR BR-282(B) (PALHOÇA);209.6;215.5;5.9;DUP;;;;2017
101;SC;101BSC4100;ENTR BR-282(B) (PALHOÇA);ACESSO SUL PALHOÇA/STO A DA IMPERATRIZ;215.5;216.5;1;DUP;;;;2017
101;SC;101BSC4105;ACESSO SUL PALHOÇA/STO A DA IMPERATRIZ;PONTE SOBRE O RIO CUBATÃO;216.5;220.9;4.4;DUP;;;;2017
101;SC;101BSC4120;PONTE SOBRE O RIO MASSIAMBÚ;PONTE SOBRE O RIO DA MADRE;235.3;245;9.7;DUP;;;;2017
101;SC;101BSC4125;PONTE SOBRE O RIO DA MADRE;PONTE SOBRE O RIO ARAÇATUBA;245;271.7;26.7;DUP;;;;2017
101;SC;101BSC4130;PONTE SOBRE O RIO ARAÇATUBA;ENTR SC-434 (P/GAROPABA);271.7;274;2.3;DUP;;;;2017
101;SC;101BSC4140;ENTR SC-434 (P/GAROPABA);ACESSO À ITAPIRUBÁ;274;300;26;DUP;;;;2017
101;SC;101BSC4150;ACESSO À ITAPIRUBÁ;FIM DAS OBRAS DE DUPLICAÇÃO;300;308;8;DUP;;;;2017
101;SC;101BSC4210;PONTE SOBRE O RIO SANGÃO;FIM DO TRECHO DUPLICADO;358.5;387.5;29;DUP;;;;2017
101;SC;101BSC4290;PONTE SOBRE O RIO LAJE (SOMBRIO);DIV SC/RS (INÍCIO PONTE S/RIO MAMPITUBA);437;465;28;DUP;;;;2017
101;SE;101BSE1170;ENTR SE-245/429 (PEDRA BRANCA);ENTR SE-448 (P/LARANJEIRAS);77.6;81.5;3.9;DUP;;;;2017
101;SE;101BSE1190;ENTR SE-448 (P/LARANJEIRAS);ENTR SE-090 (P/ NOSSA SENHORA DO SOCORRO);81.5;85.7;4.2;DUP;;;;2017
101;SE;101BSE1200;ENTR SE-090 (P/ NOSSA SENHORA DO SOCORRO);ENTR BR-235(A) (P/ ITABAIANA);85.7;89.4;3.7;DUP;;;;2017
101;SE;101BSE1210;ENTR BR-235(A) (P/ ITABAIANA);ENTR BR-235(B)/349(A) (P/ ARACAJÚ);89.4;91.5;2.1;DUP;;;;2017
101;SE;101BSE1230;ENTR BR-235(B)/349(A) (P/ ARACAJÚ);ENTR SE-464 (P/SÃO CRISTOVÃO);91.5;103.2;11.7;DUP;;;;2017
101;SE;101BSE1250;ENTR SE-464 (P/SÃO CRISTOVÃO);ENTR SE-258;103.2;108.3;5.1;DUP;;;;2017
101;SE;101BSE1260;ENTR SE-258;ENTR SE-265 (ITAPORANGA D`AJUDA);108.3;114.5;6.2;DUP;;;;2017
101;SE;101BSE1270;ENTR SE-265 (ITAPORANGA D`AJUDA);ENTR SE-270(A) (P/ CAUÊRA);114.5;118.4;3.9;DUP;;;;2017
101;SE;101BSE1280;ENTR SE-270(A) (P/ CAUÊRA);ENTR BR-349(B)/SE-270(B) (P/ SALGADO);118.4;123.7;5.3;DUP;;;;2017
101;SE;101BSE1290;ENTR BR-349(B)/SE-270(B) (P/ SALGADO);ENTR SE-470(A) (P/ ABAÍS);123.7;141.3;17.6;DUP;;;;2017
101;SE;101BSE1300;ENTR SE-470(A) (P/ ABAÍS);INÍCIO CONTORNO DE ESTÂNCIA;141.3;146.5;5.2;DUP;;;;2017
101;SE;101BSE1305;INÍCIO CONTORNO DE ESTÂNCIA;ENTR SE-282 (P/BOQUIM);146.5;151.1;4.6;DUP;;;;2017
101;SP;101BSP3645;ENTR BR-116(A) (PEDRO BARROS);ACESSO MIRACATÚ;379.8;389.7;9.9;DUP;;;;2017
101;SP;101BSP3655;ACESSO MIRACATÚ;ENTR BR-116(B)/SP-222(A) (BIGUÁ);389.7;396.7;7;DUP;;;;2017
101;PE;101CPE2010;TREVO RANDOM/METALGIL;ENTR PE-060 (ACESSO AO PORTO DE SUAPE);11.3;15.3;4;DUP;;;;2017
116;PR;116APR1005;ACESSO CONT LESTE CURITIBA (ANT KM 71,1);ENTR PR-506 (QUATRO BARRAS (ANTIGO KM 75,7));0;4;4;DUP;;;;2017
116;PR;116APR1010;ENTR PR-506 (QUATRO BARRAS (ANTIGO KM 75,7));ACESSO CONT NORTE CURITIBA (ANT KM 81,7);4;10.4;6.4;DUP;;;;2017
116;PR;116APR1015;ACESSO CONT NORTE CURITIBA (ANT KM 81,7);ENTR BR-476 (CURITIBA NORTE/ATUBÁ (ANTIGO KM 88,3);10.4;17.1;6.7;DUP;;;;2017
116;RS;116ARS1005;ENTR BR-116;P/PORTO ALEGRE;0;3;3;DUP;;;;2017
116;CE;116BCE0015;FORTALEZA (AVENIDA 13 DE MAIO);ACESSO SUL DE MESSEJANA;0;11.8;11.8;DUP;;;;2017
116;CE;116BCE0020;ACESSO SUL DE MESSEJANA;ENTR BR-020 (ANEL VIÁRIO DE FORTALEZA);11.8;14.2;2.4;DUP;;;;2017
116;CE;116BCE0030;ENTR BR-020 (ANEL VIÁRIO DE FORTALEZA);ENTR CE-350(A) (ITAITINGA);14.2;25.9;11.7;DUP;;;;2017
116;CE;116BCE0040;ENTR CE-350(A) (ITAITINGA);ENTR CE-350(B) (COLUNA);25.9;35.9;10;DUP;;;;2017
116;CE;116BCE0050;ENTR CE-350(B) (COLUNA);ACESSO NORTE DE HORIZONTE;35.9;38.4;2.5;DUP;;;;2017
116;CE;116BCE0060;ACESSO NORTE DE HORIZONTE;ACESSO SUL DE HORIZONTE;38.4;42.9;4.5;DUP;;;;2017
116;CE;116BCE0070;ACESSO SUL DE HORIZONTE;ACESSO NORTE DE PACAJÚS;42.9;46.9;4;DUP;;;;2017
116;CE;116BCE0080;ACESSO NORTE DE PACAJÚS;ACESSO SUL DE PACAJÚS;46.9;54.3;7.4;DUP;;;;2017
116;MG;116BMG1275;INÍCIO PISTA DUPLA;FIM PISTA DUPLA;526.2;527.9;1.7;DUP;;;;2017
116;PR;116BPR2710;DIV SP/PR (CAB NORTE PONTE S/ RIO PARDINHO);INÍCIO VARIANTE DO ALPINO(PISTA DIREITA);0;22.7;22.7;DUP;;;;2017
116;PR;116BPR2725;FIM VARIANTE DO ALPINO (PISTA DIREITA);REPRESA DO CAPIVARI (INÍCIO DA VARIANTE);34.3;42.2;7.9;DUP;;;;2017
116;PR;116BPR2730;REPRESA DO CAPIVARI (INÍCIO DA VARIANTE);ENTR PR-410 (GRACIOSA);42.2;59.3;17.1;DUP;;;;2017
116;PR;116BPR2740;ENTR PR-410 (GRACIOSA);INÍC CONT LESTE CURITIBA (QUATRO BARRAS);59.3;71.1;11.8;DUP;;;;2017
116;PR;116BPR2750;INÍC CONT LESTE CURITIBA (QUATRO BARRAS);ENTR PR-415 (P/PIRAQUARA);71.1;90.1;19;DUP;;;;2017
116;PR;116BPR2755;ENTR PR-415 (P/PIRAQUARA);ENTR BR-277(A);90.1;96.9;6.8;DUP;;;;2017
116;PR;116BPR2760;ENTR BR-277(A);ENTR BR-376(A);96.9;106.4;9.5;DUP;;;;2017
116;PR;116BPR2770;ENTR BR-376(A);ENTR BR-277(B)/376(B)/476 (CURITIBA SUL/PINHEIRINHO);106.4;119.2;12.8;DUP;;;;2017
