BR;UF;CODIGO;LOCAL_INI;LOCAL_FIM;KM_INI;KM_FIM;EXTENSAO;SUPERFICIE;TR_COINCID;EST_COND;SUPERFICIE_ESTADUAL;ANO
116;SP;116BSP2345;ENTR BR-488 (P/SANTUARIO NOSSA SENHORA  APARECIDA);ENTR BR-488 (P/PORTO DE ITAGUAÇU);71.3;74.4;3.1;DUP;;;;2014
116;SP;116BSP2350;ENTR BR-488 (P/PORTO DE ITAGUAÇU);ENTR SP-062 (P/ROSEIRA);74.4;80.9;6.5;DUP;;;;2014
116;SP;116BSP2360;ENTR SP-062 (P/ROSEIRA);ENTR BR-383(A)/SP-132 (PINDAMONHANGABA);80.9;98.9;18.0;DUP;;;;2014
116;SP;116BSP2370;ENTR BR-383(A)/SP-132 (PINDAMONHANGABA);ENTR BR-383(B)/SP-125 (TAUBATÉ);98.9;110.6;11.7;DUP;;;;2014
116;SP;116BSP2390;ENTR BR-383(B)/SP-125 (TAUBATÉ);ENTR SP-070;110.6;117.3;6.7;DUP;;;;2014
116;SP;116BSP2410;ENTR SP-070;ENTR SP-103 (CAÇAPAVA);117.3;127.6;10.3;DUP;;;;2014
116;SP;116BSP2430;ENTR SP-103 (CAÇAPAVA);ENTR SP-099 (SÃO JOSÉ DOS CAMPOS);127.6;149.8;22.2;DUP;;;;2014
116;SP;116BSP2450;ENTR SP-099 (SÃO JOSÉ DOS CAMPOS);ENTR SP-065 (P/IGARATÁ);149.8;169.0;19.2;DUP;;;;2014
116;SP;116BSP2470;ENTR SP-065 (P/IGARATÁ);ENTR SP-056 (ARUJÁ);169.0;199.6;30.6;DUP;;;;2014
116;SP;116BSP2490;ENTR SP-056 (ARUJÁ);ENTR SP-036;199.6;217.3;17.7;DUP;;;;2014
116;SP;116BSP2510;ENTR SP-036;ENTR SP-019 (AEROPORTO INTERNACIONAL);217.3;219.2;1.9;DUP;;;;2014
116;SP;116BSP2520;ENTR SP-019 (AEROPORTO INTERNACIONAL);ENTR BR-381;219.2;227.4;8.2;DUP;;;;2014
116;SP;116BSP2530;ENTR BR-381;ENTR BR-050/272/374/381 (SÃO PAULO);227.4;230.6;3.2;DUP;;;;2014
116;SP;116BSP2560;DIV MUNICIPAL SÃO PAULO/TABOÃO DA SERRA;ENTR SP-234 (ITAPECIRICA DA SERRA);262.3;278.1;15.8;DUP;;;;2014
116;SP;116BSP2565;ENTR SP-234 (ITAPECIRICA DA SERRA);ENTR SP-228;278.1;281.5;3.4;DUP;;;;2014
116;SP;116BSP2570;ENTR SP-228;ENTR SP-057 (P/SIDERÚRGICA);281.5;313.4;31.9;DUP;;;;2014
116;SP;116BSP2575;ENTR SP-057 (P/SIDERÚRGICA);FIM DA PISTA DUPLA;313.4;330.2;16.8;DUP;;;;2014
116;SP;116BSP2587;FIM SERRA DO CAFEZAL;ENTR SP-165(A) (P/PEDRO TOLEDO);361.8;379.0;17.2;DUP;;;;2014
116;SP;116BSP2590;ENTR SP-165(A) (P/PEDRO TOLEDO);ACESSO MIRACATÚ;379.0;389.1;10.1;DUP;;;;2014
116;SP;116BSP2600;ACESSO MIRACATÚ;ENTR SP-222 (BIGUÁ);389.1;396.0;6.9;DUP;;;;2014
116;SP;116BSP2610;ENTR SP-222 (BIGUÁ);ENTR BR-478(A)/SP-165(B) (P/JUQUIÁ);396.0;408.9;12.9;DUP;;;;2014
116;SP;116BSP2630;ENTR BR-478(A)/SP-165(B) (P/JUQUIÁ);ENTR SP-139 (REGISTRO);408.9;440.7;31.8;DUP;;;;2014
116;SP;116BSP2650;ENTR SP-139 (REGISTRO);ENTR BR-478(B) (PARIQUERA-AÇU);440.7;459.3;18.6;DUP;;;;2014
116;SP;116BSP2670;ENTR BR-478(B) (PARIQUERA-AÇU);ENTR SP-193 (JACUPIRANGA);459.3;470.6;11.3;DUP;;;;2014
116;SP;116BSP2685;ENTR SP-193 (JACUPIRANGA);ENTR SP-287;470.6;545.6;75.0;DUP;;;;2014
116;SP;116BSP2700;ENTR SP-287;DIV SP/PR;545.6;563.3;17.7;DUP;;;;2014
116;PR;116BPR2710;DIV SP/PR (CAB NORTE PONTE S/ RIO PARDINHO);INÍCIO VARIANTE DO ALPINO(PISTA DIREITA);0.0;22.7;22.7;DUP;;;;2014
116;PR;116BPR2725;FIM VARIANTE DO ALPINO (PISTA DIREITA);REPRESA DO CAPIVARI;34.3;42.2;7.9;DUP;;;;2014
116;PR;116BPR2730;REPRESA DO CAPIVARI;ENTR PR-410 (GRACIOSA);42.2;59.0;16.8;DUP;;;;2014
116;PR;116BPR2740;ENTR PR-410 (GRACIOSA);INÍC CONT LESTE CURITIBA (QUATRO BARRAS);59.0;71.2;12.2;DUP;;;;2014
116;PR;116BPR2750;INÍC CONT LESTE CURITIBA (QUATRO BARRAS);ENTR PR-415 (P/PIRAQUARA);71.2;86.0;14.8;DUP;;;;2014
116;PR;116BPR2755;ENTR PR-415 (P/PIRAQUARA);ENTR BR-277(A);86.0;92.8;6.8;DUP;;;;2014
116;PR;116BPR2760;ENTR BR-277(A);ENTR BR-376(A);92.8;102.3;9.5;DUP;;;;2014
116;PR;116BPR2770;ENTR BR-376(A);ENTR BR-376(B)/476/277(B) (CURITIBA SUL/PINHEIRINHO);102.3;115.1;12.8;DUP;;;;2014
116;PR;116BPR2780;ENTR BR-376(B)/476/277(B) (CURITIBA SUL/PINHEIRINHO);FIM PISTA DUPLA;115.1;117.2;2.1;DUP;;;;2014
116;PR;116BPR9010;ACESSO CONT LESTE CURITIBA (ANT KM 71,1);ENTR PR-506 (QUATRO BARRAS (ANTIGO KM 75,7));0.0;4.0;4.0;DUP;;;;2014
116;PR;116BPR9020;ENTR PR-506 (QUATRO BARRAS (ANTIGO KM 75,7));ACESSO CONT NORTE CURITIBA (ANT KM 81,7);4.0;10.4;6.4;DUP;;;;2014
116;PR;116BPR9030;ACESSO CONT NORTE CURITIBA (ANT KM 81,7);ENTR BR-476 (CURITIBA NORTE/ATUBÁ (ANTIGO KM 88,3));10.4;17.1;6.7;DUP;;;;2014
116;RS;116BRS3090;ENTR RS-230 (ANA RECH);ENTR BR-453 (P/CAXIAS DO SUL);142.2;144.7;2.5;DUP;;;;2014
116;RS;116BRS3093;ENTR BR-453 (P/CAXIAS DO SUL);ACESSO LESTE CAXIAS DO SUL;144.7;150.0;5.3;DUP;;;;2014
116;RS;116BRS3100;ACESSO LESTE CAXIAS DO SUL;FIM DE PISTA DUPLA;150.0;152.1;2.1;DUP;;;;2014
116;RS;116BRS3170;ENTR RS-239 (P/CAMPO BOM);ENTR RS-240 (VILA SCHARLAU);234.7;242.9;8.2;DUP;;;;2014
116;RS;116BRS3190;ENTR RS-240 (VILA SCHARLAU);ENTR RS-118 (SAPUCAIA DO SUL);242.9;254.1;11.2;DUP;;;;2014
116;RS;116BRS3210;ENTR RS-118 (SAPUCAIA DO SUL);ENTR BR-386(A) (CANOAS);254.1;261.6;7.5;DUP;;;;2014
116;RS;116BRS3230;ENTR BR-386(A) (CANOAS);ENTR BR-290(A)/386(B) (PORTO ALEGRE);261.6;270.4;8.8;DUP;;;;2014
116;RS;116BRS3250;ENTR BR-290(A)/386(B) (PORTO ALEGRE);PONTE RIO GUAÍBA;270.4;275.2;4.8;DUP;;;;2014
116;RS;116BRS3260;PONTE RIO GUAÍBA;ENTR BR-290(B) (P/ELDORADO DO SUL);275.2;285.7;10.5;DUP;;;;2014
116;RS;116BRS3265;ENTR BR-290(B) (P/ELDORADO DO SUL);ENTR BR-290(B) (P/ARROIO DOS RATOS);285.7;290.9;5.2;DUP;;;;2014
116;RS;116BRS3270;ENTR BR-290(B) (P/ARROIO DOS RATOS);ENTR RS-703 (P/ GUAÍBA);290.9;299.1;8.2;DUP;;;;2014
116;RS;116BRS9030;ENTR BR-448(A);ENTR BR-448(B)/116/290 (PORTO ALEGRE)(CONT NORTE RMA P ALEGRE);32.0;47.5;15.5;DUP;;;;2014
116;RS;116BRS9050;ENTR BR-116;P/PORTO ALEGRE;0.0;3.0;3.0;DUP;;;;2014
230;AM;230BAM2035;FIM TRAVESSIA RIO MADEIRA (CRATO);HUMAITÁ;610.4;613.2;2.8;DUP;;;;2014
230;PA;230BPA1300;RIO ITACAIÚNAS;PERÍMETRO URBANO CIDADE NOVA;121.4;124.4;3.0;DUP;;;;2014
230;PI;230BPI0740;INÍCIO PISTA DUPLA (FRONTEIRAS);FIM PISTA DUPLA (FRONTEIRAS);17.7;18.1;0.4;DUP;;;;2014
230;PI;230BPI0860;INÍCIO PISTA DUPLA (OEIRAS);FIM PISTA DUPLA (OEIRAS);196.5;197.9;1.4;DUP;;;;2014
230;CE;230BCE0620;INÍCIO DA DUPLICAÇÃO;FINAL DA DUPLICAÇÃO;78.5;80.5;2.0;DUP;;;;2014
230;PB;230BPB0010;CABEDELO;JOÃO PESSOA;0.0;20.4;20.4;DUP;;;;2014
230;PB;230BPB0030;JOÃO PESSOA;ENTR BR-101(A);20.4;28.1;7.7;DUP;;;;2014
230;PB;230BPB0050;ENTR BR-101(A);ACESSO AEROPORTO;28.1;33.9;5.8;DUP;;;;2014
230;PB;230BPB0060;ACESSO AEROPORTO;ENTR BR-101(B);33.9;35.7;1.8;DUP;;;;2014
230;PB;230BPB0070;ENTR BR-101(B);ACESSO SANTA RITA;35.7;41.9;6.2;DUP;;;;2014
230;PB;230BPB0090;ACESSO SANTA RITA;ENTR PB-016;41.9;48.5;6.6;DUP;;;;2014
230;PB;230BPB0100;ENTR PB-016;ENTR PB-030;48.5;53.1;4.6;DUP;;;;2014
230;PB;230BPB0110;ENTR PB-030;ENTR PB-082;53.1;61.1;8.0;DUP;;;;2014
230;PB;230BPB0120;ENTR PB-082;ENTR PB-048;61.1;70.4;9.3;DUP;;;;2014
230;PB;230BPB0130;ENTR PB-048;ENTR PB-073;70.4;70.9;0.5;DUP;;;;2014
230;PB;230BPB0140;ENTR PB-073;ENTR PB-051 (CAJÁ);70.9;85.0;14.1;DUP;;;;2014
230;PB;230BPB0150;ENTR PB-051 (CAJÁ);ENTR PB-063;85.0;87.4;2.4;DUP;;;;2014
230;PB;230BPB0160;ENTR PB-063;ENTR PB-054;87.4;89.2;1.8;DUP;;;;2014
230;PB;230BPB0170;ENTR PB-054;ENTR PB-079 (P/JUAREZ TÁVORA);89.2;112.3;23.1;DUP;;;;2014
230;PB;230BPB0190;ENTR PB-079 (P/JUAREZ TÁVORA);ENTR BR-408(A)/PB-090/095;112.3;117.1;4.8;DUP;;;;2014
230;PB;230BPB0210;ENTR BR-408(A)/PB-090/095;ENTR PB-100 (P/GALANTE);117.1;135.7;18.6;DUP;;;;2014
230;PB;230BPB0215;ENTR PB-100 (P/GALANTE);ENTR BR-104(A)/408(B)/PB-095 (CAMPINA GRANDE);135.7;148.0;12.3;DUP;;;;2014

